AnioPresupuesto,CodigoIndicador,NombreIndicador,DescripcionIndicador,IndicadorFrecuencia,AñoBasePresupuesto,Avance,Meta,UnidadMedidaTotal,MetodoCalculo,DescripcionPoblacion,CodigoNivelEntidad,NombreEntidad,IdNegocioProyecto,NombreProyectoActividad,
2021,866,% DE ALUMNOS QUE RECIBEN MERIENDA ESCOLAR,SE MEDIRA LA CANTIDAD DE ALUMNOS QUE RECIBIERON MERIENDA ESCOLAR EN INSTITUCIONES EDUCATIVAS OFICIALES Y SUBVENCIONADAS DEL DEPARTAMENTO PTE. HAYES,SEMESTRAL,2019,27501,27501,,"(CANTIDAD DE ALUMNOS QUE RECIBEN MERIENDA ESCOLAR EN EL A?O T/ CANTIDAD DE ALUMNOS MATRICULADOS EN INSTITUCIONES EDUCATIVAS OFICIALES Y SUBVENCIONADAS, A CARGO DE LA GOBERNACION EN EL A?O T)",,22-15,Gobierno Departamental de Presidente Hayes,22-15-1-1-7,PROVISION DE MERIENDA ESCOLAR,
2020,929,"REPORTES DE INVESTIGACION PRODUCIDOS EN LA FACULTAD DE CIENCIAS, TECNOLOGIAS Y ARTES.","CUANTIFICA LOS REPORTES DE INVESTIGACION EN UN A?O DETERMINADO EN RELACION AL TOTAL  ESTIMADO PARA ESE MISMO A?O, A FIN DE DETERMINAR LA PRODUCCION EFECTIVA DE LOS REPORTES EN LA FACULTAD DE CIENCIAS, TECNOLOGIAS Y ARTES.",ANUAL,2018,19,20,,"(NUMERO DE REPORTES DE INVESTIGACION EN LA FACULTAD DE CIENCIAS, TECNOLOGIAS Y ARTES EN EL A?O T/TOTAL DE REPORTES ESTIMADOS EN LA FACULTAD DE CIENCIAS, TECNOLOGIAS Y ARTES EN A?O T )*100",,28-3,Universidad Nacional de Pilar,28-3-1-1-7,"FORMACIÓN DE PROFESIONALES EN CIENCIAS, TECNOLOGÍAS Y ARTES",
2021,927,ALUMNOS MATRICULADOS PARA LA FORMACION DE PROFESIONALES EN CIENCIAS BIOMEDICAS SEGUN DISPONIBILIDAD,"CUANTIFICA LOS ALUMNOS MATRICULADOS EN UN A?O DETERMINADO EN RELACION AL TOTAL DE CUPOS DISPONIBLES Y OFERTADOS PARA ESE MISMO A?O, A FIN DE DETERMINAR LA OCUPACION EFECTIVA DE LOS CUPOS OFERTADOS PARA LA FORMACION DE ESTUDIANTES SEGUN CIENCIA ESPECIFICA.",SEMESTRAL,2018,241,245,,(NUMERO DE ALUMNOS MATRICULADOS PARA LA FORMACION EN CIENCIAS BIOMEDICAS EN EL A?O T/TOTAL DE CUPOS DISPONIBLES SEGUN CAPACIDAD INSTITUCIONAL PARA LA FORMACION EN CIENCIAS BIOMEDICAS EN A?O T )*100,,28-3,Universidad Nacional de Pilar,28-3-1-1-8,FORMACIÓN DE PROFESIONALES EN CIENCIAS BIOMÉDICAS,
2021,958,%DE RUTAS PAVIMENTADAS RESPECTO AL TOTAL DE LA RED VIAL NACIONAL INVENTARIADA     ,"ESTE INDICADOR PERMITE MEDIR LA PARTICIPACION EN KILOMETROS DE RUTAS PAVIMENTADAS SOBRE EL TOTAL DE LA RED VIAL INVENTARIADA (PAVIMENTADA+ NO PAVIMENTADA)L, LO CUAL REFLEJA LA BRECHA QUE SE REQUIERE PARA DOTAR DE RUTAS PAVIMENTADAS AL TERRITORIO NACIONAL.                                                      ",ANUAL,2020,10700.6,78850,KILOMETROS,(KM. DE RUTAS PAVIMENTADAS CONSTRUIDAS HASTA EL A?O T / TOTAL DE KM. DE LA RED VIAL INVENTARIADA EN EL A?O T-1)*100                        ,KM. DE LA RED VIAL INVENTARIADA,,,,,
"INVENTARIADA""",13-Dec,Ministerio de Obras Públicas y Comunicaciones,12-13-2-1-10,MEJORAMIENTO TRAMO ALBERDI - PILAR,,,,,,,,,,,
2021,1073,PORCENTAJE DE VIVIENDAS CONCLUIDAS POR EL MUVH HASTA EL A?O T,"MIDE LA CANTIDAD DE VIVIENDAS CONCLUIDAS POR EL MUVH DESDE EL 2012 AL A?O T, ES DECIR MIDE LA COBERTURA DEL MUVH ANTE EL DEFICIT DE ACUERDO A LA CIFRA OFICIAL PROVISTA POR LA DGEEC EN EL A?O 2012. CONSIDERAR QUE EXISTEN OTRAS INSTITUCIONES PUBLICAS E INICIATIVAS PRIVADAS QUE REALIZAN ACCIONES PARA DISMINUIR EL DEFICIT.",ANUAL,2020,64867,96546,VIVIENDA,(NUMERO DE VIVIENDAS CONCLUIDAS POR EL MUVH HASTA EL E?O T/ DEFICIT HABITACIONAL CUANTITATIVO DEL A?O 2012)*100,DEFICIT HABITACIONAL,19-Dec,"Ministerio de Urbanismo, Vivienda y Habitat",12-19-2-1-7,CONSTRUCCIÓN DE 4500 SOLUCIONES HABITACIONALES EN EL PY,
2021,759,PORCENTAJE DE REGISTROS SANITARIOS EMITIDOS                       ,CANTIDAD DE REGISTROS EMITIDOS DE ACUERDO A LA LEY N? 836/80 CODIGO SANITARIO Y LA LEY 119/97 DE PRODUCTOS PARA LA SALUD                                                     ,TRIMESTRAL,2018,77593,87572,REGISTROS,(NUMERO DE REGISTROS EMITIDOS EN EL A?O T/NUMERO DE REGISTROS SOLICITADOS EN EL A?O T)*100                     ,CANTIDAD DE NUEVOS REGISTROS EMITIDOS,8-Dec,Ministerio de Salud Pública y Bienestar Social,12-8-1-1-19,REGISTROS NUEVOS Y RENOVACIÓN DE PRODUCTOS SANITARIOS,
2020,618,PORCENTAJE DE VARIACION DE INTERDICCION ANTIDROGAS,"OPERACIONES ANTIDROGAS REALIZADAS (DECOMISO DE SUSTANCIAS, APRENCION DE PERSONAS, DECOMISO DE BIENES)",MENSUAL,2019,357,357,,((CANTIDAD DE OPERACIONES ANTIDROGAS EN EL A?O T- CANTIDAD DE OPERACIONES REALIZADAS  A?O T-1.)/ CANTIDAD DE OPERACIONES REALIZADAS A?O T-1 *100),,1-Dec,Presidencia de la República,12-1-1-1-22,"CONTROL, REPRESIÓN Y PREVENCIÓN DEL TRÁFICO DE DROGAS",
2020,494,PORCENTAJE DE EVALUACION DE LA CALIDAD DE INSTITUCIONES DE EDUCACION SUPERIOR REALIZADAS.,"EL INDICADOR ES EL COCIENTE ENTRE LAS EVALUACIONES EJECUTADAS CON RELACION A LAS EVALUACIONES PLANIFICADAS, PERMITE MEDIR EN GRADO DE LOGRO DEL TOTAL DE EVALUACIONES ESTABLECIDAS DURANTE EL PERIODO DEL EJERCICIO FISCAL CORRESPONDIENTE.",ANUAL,2015,89,146,,(CANTIDAD DE EVALUACIONES EJECUTADAS / CANTIDAD DE EVALUACIONES PLANIFICADAS) * 100,,23-30,Agencia Nacional de Evaluación y Acreditación de la Educación Superior,23-30-1-1-2,EVALUACION DE LA CALIDAD DE LAS IES,
2020,616,CARRERAS DE GRADO ACREDITADAS POR LA ANEAES CON QUE CUENTA LA FACULTAD DE FILOSOFIA,"CUANTIFICA EL NUMERO DE CARRERAS OFERTADAS POR LA FACULTAD DE FILOSOFIA DE LA UNIVERSIDAD NACIONAL DEL ESTE EN EL MODELO NACIONAL, QUE CUENTAN CON ACREDITACION CONFORME CONVOCATORIA DE LA ANEAES",ANUAL,2019,1,4,,CANTIDAD DE CARRERAS DE GRADO ACREDITADAS EN EL MODELO NACIONAL POR LA FACULTAD DE FILOSOFIA DE LA UNIVERSIDAD NACIONAL DEL ESTE EN EL A?O T/CANTIDAD DE CARRERAS DE GRADO CONVOCADAS POR LA ANEAES  EN EL A?O T ) * 100,,28-2,Universidad Nacional del Este,28-2-1-1-3,FORMACION  DE PROFESIONALES EN  HUMANIDADES Y FILOSOFIA,
2020,771,PARTICIPACION DE LA FACULTAD DE CIENCIAS DE LA SALUD EN LA MATRICULACION ESTUDIANTIL DE LA UNIVERSIDAD NACIONAL DE CANINDEYU                      ,"MIDE LA PARTICIPACION DE LA FACULTAD DE CIENCIAS DE LA SALUD EN LA MATRICULACION ESTUDIANTIL DE LA UNIVERSIDAD NACIONAL DE CANINDEYU, TOMANDO COMO REFERENCIA EL TOTAL DE ALUMNOS MATRICULADOS EN ELLA EN UN A?O DETERMINADO, PARA LA DEMANDA DE SERVICIOS DE FORMACION OFERTADOS PARA ESE MISMO A?O.                                                        ",ANUAL,2019,1688,73,ALUMNOS MATRICULADOS,NUMERO DE ALUMNOS MATRICULADOS PARA LA FORMACION EN  CIENCIAS DE LA SALUD EN EL A?O T/ TOTAL DE ALUMNOS MATRICULADOS EN LA UNIVERSIDAD NACIONAL DE CANINDEYU EN EL A?O T*100,ALUMNOS MATRICULADOS UNICAN,28-8,Universidad Nacional de Canindeyú,28-8-1-1-7,FORMACIÓN DE PROFESIONALES EN CIENCIAS DE LA SALUD,
2021,1074,"FAMILIAS EN SITUACION DE POBREZA, EXTREMA POBREZA Y NIVEL MEDIO BENEFICIADAS CON VIVIENDAS  EN EL A?O T",INCLUYE ACCIONES INICIADAS HASTA EL A?O T -1 Y LAS NUEVAS EN EL A?O T FINANCIADAS CON EL PRESUPUESTO DEL PROGRAMA.,ANUAL,2020,13617,13617,VIVIENDA,(NUMERO DE FAMILIAS BENEFICIADAS EN EL A?O T/NUMERO DE FAMILIAS PLANIFICADAS A BENEFICIAR EN EL A?O T)*100,VIVIENDAS EN EJECUCION,19-Dec,"Ministerio de Urbanismo, Vivienda y Habitat",12-19-2-1-8,CONSTRUCCIÓN DE 5800 SOLUCIONES HABITAC. EN AREAS RURALES PY,
2022,756,PORCENTAJE DE NUEVOS ESTABLECIMIENTOS SANITARIOS HABILITADOS                       EN EL A?O T,CANTIDAD DE NUEVOS ESTABLECIMIENTOS HABILITADOS  DE ACUERDO A LA LEY N? 836/80 CODIGO SANITARIO .                                                        ,TRIMESTRAL,2020,984,2007,HABILITACIONES,(NUMERO DE NUEVOS ESTABLECIMIENTOS SANITARIOS HABILITADOS EN EL A?O T/ NUMERO DE NUEVES  ESTABLECIMIENTOS SANITARIOS INSPECCIONADOS EN EL A?O T)*100,CANTIDAD DE NUEVOS ESTABLECIMIENTOS HABILITADOS  DE ACUERDO A LA LEY N? 836/80 CODIGO SANITARIO .,8-Dec,Ministerio de Salud Pública y Bienestar Social,12-8-1-1-18,INSPECCIONES Y HABILITACIONES A ESTABLECIMIENTOS SANITARIOS,
2021,734,INSTITUCIONES DE PRIVACION DE LIBERTAD O ENCIERRO MONITOREADAS                    ,"INSTITUCIONES EN LOS AMBITOS DE PRIVACION DE LIBERTAD O ENCIERRO Y FUERZAS DE SEGURIDAD, RECIBEN INFORMES DE MONITOREO (MONITOREO/INSPECCION/SEGUIMIENTO/INVESTIGACION) CON RECOMENDACIONES. PERMITE IDENTIFICAR SITUACIONES O RIESGO DE TORTURA Y MALOS TRATOS QUE SON REPORTADAS A SUS AUTORIDADES RECTORAS E INSTITUCIONALES A TRAVES DE INFORMES CON RECOMENDACIONES PARA IMPLEMENTAR MEDIDAS CORRECTIVAS.                                                       ",SEMESTRAL,2018,29,79,INSTITUCIONES, NUMERO DE INSTITUCIONES MONITOREADAS/NUMERO DE INSTITUCIONES IDENTIFICADAS COMO OBJETIVO*100                     ,INSTITUCIONES DE PRIVACION DE LIBERTAD O ENCIERRO,15-2,"Mecanismo de Prev. contra la tortura y o tratos o penas crueles, inhumanos o degradantes",15-2-1-1-2,VISITAS DE MONITOREO A INSTITUCIONES DE ENCIERRO,
2021,958,%DE RUTAS PAVIMENTADAS RESPECTO AL TOTAL DE LA RED VIAL NACIONAL INVENTARIADA     ,"ESTE INDICADOR PERMITE MEDIR LA PARTICIPACION EN KILOMETROS DE RUTAS PAVIMENTADAS SOBRE EL TOTAL DE LA RED VIAL INVENTARIADA (PAVIMENTADA+ NO PAVIMENTADA)L, LO CUAL REFLEJA LA BRECHA QUE SE REQUIERE PARA DOTAR DE RUTAS PAVIMENTADAS AL TERRITORIO NACIONAL.                                                      ",ANUAL,2020,10700.6,78850,KILOMETROS,(KM. DE RUTAS PAVIMENTADAS CONSTRUIDAS HASTA EL A?O T / TOTAL DE KM. DE LA RED VIAL INVENTARIADA EN EL A?O T-1)*100                        ,KM. DE LA RED VIAL INVENTARIADA,,,,,
"INVENTARIADA""",13-Dec,Ministerio de Obras Públicas y Comunicaciones,12-13-2-1-73,MEJORAMIENTO CAMINOS DEPARTAMENTO CONCEPCION,,,,,,,,,,,
2020,749,% DE ALUMNOS QUE RECIBEN ALMUERZO ESCOLAR                 ,SE MEDIRA LA CANTIDAD DE ALUMNOS QUE RECIBIERON ALMUERZO ESCOLAR EN  INSTITUCIONES EDUCATIVAS OFICIALES Y SUBVENCIONADAS DEL DEPARTAMENTO XXX                                                        ,MENSUAL,2019,8617,41000,ALUMNOS,"(CANTIDAD DE ALUMNOS QUE RECIBEN ALMUERZO ESCOLAR EN EL A?OT/ CANTIDAD DE ALUMNOS MATRICULADOS EN INSTITUCIONES EDUCATIVAS OFICIALES Y SUBVENCIONADAS, A CARGO DE LA GOBERNACION EN EL A?O T)                        ","ALUMNOS MATRICULADOS EN INSTITUCIONES EDUCATIVAS, PUBLICAS, SUBVENCIONADAS Y PRIVADAS DEL DEPARTAMENTO",22-4,Gobierno Departamental de Guairá,22-4-1-1-10,PROVISIÓN DE ALMUERZO ESCOLAR,
2021,751,PORCENTAJE DE INCREMENTO DE CONSTRUCCION DE LA INFRAESTRUCTURA DE 42.227M2 DEL HOSPITAL GENERAL DE BARRIO OBRERO HASTA EL A?O T,"LA DIRECCION GENERAL DE ADMINISTRACION Y FINANZAS EN EL MARCO DEL PROYECTO DE LA FUTURA CONSTRUCCION DEL NUEVO HOSPITAL GENERAL BARRIO OBRERO  Y  EQUIPAMIENTO INSTAQLACION P UESTA EN FUNCIONAMIENTO Y MANTENIMIENTO DEL HOSPITAL  GENERAL BARRIO OBRERO, LA CONTRUCCION  PREVISTA   SON DE  UN TOTAL 40.227M2 DE CONSTRUCCION  POSEERA 232 CAMAS DE INTERNACIONES, 26 CAMA DE UTI (ADULTOS Y PEDIATRICOS) 37 CUNAS DE UTI (PEDIATRICO), UN COSTO TOTAL DE 60.000.000 UDS. SESENTA MILLONES DE DOLARES AMERICANOS.",TRIMESTRAL,2018,0,0,,METROS CUADRADOS CONSTRUIDOS EN EL A?O T/METROS CUADRADOS PROGRAMADOS A CONTRUIR (42.227M2) PARA EL A?O 2023  * 100                    ,,8-Dec,Ministerio de Salud Pública y Bienestar Social,12-8-1-1-5,CONSTRUCCIÓN GRAN HOSPITAL GENERAL DE BARRIO OBRERO,
2020,659,ACCESO A SUBSIDIO PARA EDUCACION DE ADOLECENTES DEL PROGRAMA ABRAZO                       ,FAMILIAS BENEFICIARIAS BENEFICIARIAS DEL PROGRAMA ABRAZO QUE RECIBEN SUDSIDIOS PARA EDUCACION CON RELACION AL NUMERO DE FAMILIAS BENEFICIARIAS DEL PROGRAMA ABRAZO                                                   ,MENSUAL,2018,0,24,,FAMILIAS BENEFICIARIAS DEL PROGRAMA ABRAZO QUE RECIBEN SUDSIDIOS PARA EDUCACION / NUMERO DE FAMILIAS BENEFICIARIAS DEL PROGRAMA ABRAZO*100,,20-Dec,Ministerio de la Niñez y la Adolescencia,12-20-2-1-3,APOYO MONETARIO A FAMILIAS EN SITUACIÓN DE RIESGO,
2020,535,PORCENTAJE DE PERSONAS DETECTADAS CON EMPLEO NO REGISTRADO,PORCENTAJE DE PERSONAS TRABAJADORAS DEL SECTOR ASALARIADO PRIVADO DETECTADAS SIN SEGURIDAD SOCIAL A TRAVES DE PROCESOS INSPECTIVOS EN LA METODOLOGIA DE ENTREVISTAS DIRECTAS,ANUAL,2019,179,75,,(CANTIDAD DE PERSONAS SIN SEGURIDAD SOCIAL EN EL A?O T/ CANTIDAD DE TRABAJADORES ENTREVISTADOS EN EL A?O T)*100,,16-Dec,"Ministerio de Trabajo, Empleo y Seguridad Social",12-16-1-1-3,FISCALIZACION PARA DETECCION DEL EMPLEO NO REGISTRADO,
2021,1098,TRABAJADORES ACTIVOS RECIBEN SUBSIDIO POR REPOSO DURANTE EL COVID 19,MIDE LA CANTIDAD DE TRABAJADORES QUE RECIBEN SUBSIDIO EN CONCEPTO DE REPOSO DURANTE EL COVID 19,MENSUAL,2020,44128,44128,,(CANTIDAD DE TRABAJADORES SUBSIDIADOS POR REPOSO DURANTE EL COVID 19/ CANTIDAD DE TRABAJADORES PLANIFICADOS A SUBSIDIAR DURANTE EL COVID 19)*100,,24-1,Instituto de Previsión Social,24-1-2-1-1,SUBSIDIO A TRABAJADORES POR CESE DE ACTIVIDADES,
2021,693,"ALUMNOS EGRESADOS DE LA CARRERA DE CONTADURIA PUBLICA, ADMINISTRACION Y ECONOMIA EN RELACION AL NUMERO DE EGRESADO DE LA UNIVERSIDAD NACIONAL DE ASUNCION                 ",,,,,,,,,,,,,
;EXPRESA LA RELACION ENTRE EL NUMERO DE EGRESADOS DE UNA CARRERA DE GRADO DE LA FACULTAD DE CIENCIAS ECONOMICAS Y EL NUMERO TOTAL DE EGRESADOS DE LA UNIVERSIDAD NACIONAL DE ASUNCION                                                 ,,,,,,,,,,,,,,,
";ANUAL""",2019,1123,5826,PROFESIONALES,"(NUMERO TOTAL DE ESTUDIANTES QUE HAN EGRESADO EN LAS CARRERAS DE CONTADURIA PUBLICA, ADMINISTRACION DE EMPRESAS Y ECONOMIA EN EL A?O T/ /NUMERO TOTAL DE ESTUDIANTES MATRICULADOS EN LAS CARRERAS DE CONTADURIA PUBLICA, ADMINISTRACION DE EMPRESAS Y ECONOMIA EN EL A?O T-5)*100                 ",,,,,,,,,,
";EGRESADOS DE CARRERAS DE GRADO 2022 NIVEL UNA""",28-1,Universidad Nacional de Asunción,28-1-1-1-6,FORMACIÓN DE PROFESIONALES EN CIENCIAS ECONÓMICAS,,,,,,,,,,,
2020,463,PORCENTAJE DE ALUMNOS FORMADOS EN MECANICA Y CONDUCCION DE LA DIGETREN,ESTE INDICADOR MEDIRA EL PORCENTAJE DE ALUMNOS FORMADOS EN MECANICA Y CONDUCCION DE LA DIRECCION GENERAL DEL SERVICIO TREN.,ANUAL,2018,50,50,,(NUMERO DE ALUMNOS FORMADOS EN A?O T / NUMERO DE ALUMNOS  PLANIFICADOS A FORMAR EN A?O T)*100,,5-Dec,Ministerio de Defensa Nacional,12-5-1-1-57,SERVICIO EFECTIVO AL PARQUE AUTOMOTOR DE  FUERZAS TERRESTRES,
2021,793,PARTICIPACION DE LA FACULTAD DE CIENCIAS ECONOMICAS Y ADMINISTRATIVAS EN LA MATRICULACION ESTUDIANTIL DE LA UNIVERSIDAD NACIONAL DE CONCEPCION,"MIDE LA PARTICIPACION DE LA FACULTAD EN LA MATRICULACION ESTUDIANTIL DE LA UNIVERSIDAD NACIONAL DE CONCEPCION, TOMANDO COMO REFERENCIA EL TOTAL DE ALUMNOS MATRICULADOS EN ELLA EN UN A?O DETERMINADO, PARA LA DEMANDA DE SERVICIOS DE FORMACION OFERTADOS PARA ESE MISMO A?O.",ANUAL,2018,978,3117,ALUMNOS,(NUMERO DE ALUMNOS MATRICULADOS PARA LA FORMACION EN CIENCIAS EMPRESARIALES Y TECNOLOGICAS EN EL A?O T/TOTAL DE ALUMNOS MATRICULADOS EN LA UNIVERSIDAD NACIONAL DE CONCEPCION EN EL A?O T)*100,ALUMNOS MATRICULADOS,28-5,Universidad Nacional de Concepción,28-5-1-1-4,FORMACIÓN DE PROFESIONALES EN EL ÁREA EMPRESARIALES Y TECNOL,
2020,699,PARTICIPACION DE LA FACULTAD DE ODONTOLOGIA EN LA MATRICULACION ESTUDIANTIL DE LA UNIVERSIDAD NACIONAL DE ASUNCION                        ,,,,,,,,,,,,,
";CUANTIFICA LOS ALUMNOS MATRICULADOS EN LA FACULTAD DE ODONTOLOGIA EN UN A?O DETERMINADO EN RELACION AL TOTAL DE CUPOS DISPONIBLES Y OFERTADOS PARA ESE MISMO A?O, A FIN DE CUANTIFICAR EL PORCENTAJE DE PARTICIPACION DE LA FO CON RESPECTO A LOS MATRICULADOS DE LA UNA.                                                    ",,,,,,,,,,,,,,,
";SEMESTRAL""",2019,256,47701,ESTUDIANTES,(NUMEROS DE ALUMNOS MATRICULADOS PARA LA FORMACION EN ODONTOLOGIA/TOTAL DE ALUMNOS MATRICULADOS EN LA UNIVERSIDAD NACIONAL DE ASUNCION EN EL A?O T)*100                 ,,,,,,,,,,
";MATRICULADOS NIVEL UNA""",28-1,Universidad Nacional de Asunción,28-1-1-1-7,FORMACIÓN DE PROFESIONALES EN ODONTOLOGÍA,,,,,,,,,,,
2021,722,PORCENTAJE DE JUBILADOS Y AFILIADOS QUE RECIBEN PRESTAMOS,CONSTITUYE A LA CANTIDAD DE PRESTAMOS OTORGADOS SOBRE PRESTAMOS SOLICITADOS                                                   ,ANUAL,2018,247,260,PERSONAS,(NRO DE PERSONAS QUE RECIBIERON PRESTAMOS EN EL A?O T/NRO TOTAL DE PERSONAS QUE SOLICITARON PRESTAMOS EN EL A?O T)*100                   ,JUBILADOS Y AFILIADOS ACTIVOS,27-5,Caja de Préstamos del Ministerio de Defensa Nacional,27-5-1-1-2,OTORGAMIENTO DE PRESTAMOS,
2020,721,% DE FINALIZACION DE PROYECTOS DE I+D,SE REFIERE A LA CANTIDAD DE ACTAS DE CIERRE FIRMADAS  CORRESPONDIENTE A LOS PROYECTOS DE I+D EN RELACION A LOS PROYECTOS ADJUDICADOS.,ANUAL,2019,143,638,,(ACTAS DE CIERRE FIRMADAS DE PROYECTOS DE I+D A?O T/N? DE ADJUDICACIONES EN EJECUCION DE PROYECTOS DE I+D A?O T)*100,,1-Dec,Presidencia de la República,12-1-1-1-31,TRANSFERENCIA PROCIENCIA,
2020,947,PORCENTAJE DE ESTUDIANTES QUE APRUEBAN EL PLAN DE ESTUDIOS DE LA CARRERA DE ING. COMERCIAL  POR A?O                       ,ESTE INDICADOR MIDE LA CANTIDAD DE ESTUDIANTES QUE APRUEBAN EL PLAN DE ESTUDIO DEL A?O LECTIVO POR CARRERA EN RELACION A LOS ALUMNOS MATRICULADOS.                                                   ,ANUAL,2018,298,336,, N? ESTUDIANTES QUE APRUEBAN EL PLAN DE ESTUDIO DEL A?O LECTIVO PARA LA CARRERA DE ING. COMERCIAL /  TOTAL DE ESTUDIANTES MATRICULADO PARA LA CARRERA DE INGENIERIA COMERCIAL EN EL A?O T X100                   ,,28-4,Universidad Nacional de Itapúa,28-4-1-1-5,FORMACIÓN DE PROFESIONALES EN C. ECONÓMICAS Y ADMINISTRATIVA,
2022,495,PORCENTAJE DE FISCALIZACIONES REALIZADAS EN RUTAS A NIVEL NACIONAL,ESTE INDICADOR MIDE LAS FISCALIZACIONES REALIZADAS EN RUTAS NACIONALES DURANTE UN A?O. LAS FISCALIZACIONES SE REALIZAN A LOS VEHICULOS DE TRANSPORTE DE PASAJEROS Y CARGAS QUE REALIZAN EL SERVICIO NACIONAL E INTERNACIONAL,ANUAL,2018,318554,250000,,(CANTIDAD DE FISCALIZACIONES REALIZADAS EN RUTAS A NIVEL NACIONAL EN EL A?O T/CANTIDAD DE FISCALIZACIONES PROGRAMADAS EN RUTA A NIVEL NACIONAL EN EL A?O T)*100,,23-11,Dirección Nacional de Transporte,23-11-1-1-1,GESTION ADMINISTRATIVA,
2020,821,PORCENTAJE DE PERSONAS ATENDIDAS CON EL SERVICIO DE SALUD  BUCODENTAL A NIVEL NACIONAL EN EL A?O T                        ,"ATENCION Y DETECCION TEMPRANA, DIAGNOSTICO Y TRATAMIENTO DE LOS FACTORES DE RIESGO. EDUCACION PERSONALIZADA EN LA PRE Y POST CONSULTA A TODOS LOS PACIENTES. PACIENTES CON FACTORES DE RIESGO Y ENFERMEDAD BUCODENTAL, NUEVOS, CONOCIDOS Y READMITIDOS                                                       ",TRIMESTRAL,2018,12381,13650,PERSONAS,(TOTAL DE PERSONAS ATENDIDAS EN LOS SERVICIOS DE ATENCION BUCODENTAL/PERSONAS PROGRAMADAS A ATENDER A NIVEL NACIONAL PARA EL A?O T)*100                 ,PERSONAS ATENDIDAS EN LOS SERVICIOS DE ATENCION BUCODENTAL A NIVEL NACIONAL,8-Dec,Ministerio de Salud Pública y Bienestar Social,12-8-2-4-4,ATENCIÓN INTEGRAL DE POBLACIÓN CON ENFERMEDADES BUCALES,
2020,501,% COMUNIDADES INDIGENAS CON PROYECTOS FINANCIADOS PARA INSTALACION DE SERVICIOS BASICOS,"PORCENTAJE DE COMUNIDADES INDIGENAS QUE RECIBEN TRANSFERENCIA DE RECURSOS, SOBRE LA CANTIDAD DE SOLICITUDES RECIBIDAS",ANUAL,2018,14,38,COMUNIDADES,(NUMERO DE COMUNIDADES INDIGENAS QUE RECIBEN TRANSFERENCIA DE RECURSOS EN EL A?O T / NUMERO DE COMUNIDADES QUE PRESENTARON PROYECTOS CONFORME A LOS REQUERIMIENTOS PARA INSTALACION DE SERVICIOS BASICOS EN EL A?O T) X 100,COMUNIDADES INDIGENAS EN TERRITORIO PARAGUAYO,23-6,Instituto Paraguayo del Indígena,23-6-1-1-4,FINANCIACION DE PROYECTOS,
2020,919,% DE POBLACION  DE PRODUCTORES Y EMPRENDEDORES QUE RECIBEN ASISTENCIA                     ,SE MEDIRA LA CANTIDAD DE PRODUCTORES DEL DEPARTAMENTO ?EEMBUCU QUE RECIBEN ASISTENCIA EN EL AREA PRODUCTIVA.                                                 ,ANUAL,2019,5800,17500,,(CANTIDAD DE POBACION QUE RECIBEN ASISTENCIA PRODUCTIVA Y DE EMPRENDEDORES EN EL A?O T/ CANTIDAD TOTAL DE PRODUCTORES Y EMPRENDEDORES EN EL A?O T)                    ,,22-12,Gobierno Departamental de Ñeembucú,22-12-1-1-11,ASISTENCIA INTEGRAL A PRODUC. AGROPECUARIOS Y EMPRENDEDORES,
2021,869,% DE ALUMNOS QUE RECIBEN BECAS,SE MEDIRA LA CANTIDAD DE ALUMNOS QUE RECIBIERON BECAS ESCOLAR EN  RELACION A LA DEMANDA RECEPCIONADA,MENSUAL,2019,178,350,ESTUDIANTES,(CANTIDAD DE ALUMNOS QUE RECIBEN BECAS EN EL A?O T/ CANTIDAD DE ALUMNOS QUE SOLICITAN LAS BECAS EN LAS GOBERNACION EN EL A?O T),ESTUDIANTES DEL DEPARTAMENTO DE ALTO PARAGUAY RECIBEN BECAS DE EDUCACION TERCIARIA,22-17,Gobierno Departamental de Alto Paraguay,22-17-1-1-5,OTORGAMIENTO DE BECAS,
2021,877,% DE EJECUCION DEL PLAN DE TRABAJO DE OBRAS PUBLICAS DE LA GOBERNACION DE CENTRAL.,SE MEDIRA EL NIVEL DE CUMPLIMIENTO DEL PLAN DE TRABAJO ANUAL DE LA SECRETARIA DE OBRAS PUBLICAS DE LA GOBERNACION DE CENTRAL.,SEMESTRAL,2019,37,45,,(CANTIDAD DE ACCIONES EN OBRAS PUBLICAS REALIZADAS EN EL A?O T/ CANTIDAD DE ACCIONES PROGRAMADAS PARA EL A?O T)*100,,22-11,Gobierno Departamental de Central,22-11-1-1-15,CONSTRUCCIÓN DE PUENTES,
2020,537,SUPERVISION DE CURSOS,"GRADO DE COBERTURA DE SINAFOCAL EN LA SUPERVISION DE CURSOS EJECUTADOS POR LOS INSTITUTOS DE FORMACION Y CAPACITACION LABORAL PUBLICO Y PRIVADO, EN EL A?O T",ANUAL,2018,860,9531,SUPERVISION,(N? DE SUPERVISIONES DE CURSOS EJECUTADAS EN EL A?O T/N? DE SUPERVISIONES DE CURSOS PROGRAMADAS EN EL A?O T)X100,ACCIONES FORMATIVAS PUBLICAS Y PRIVADAS SUPERVISADAS,16-Dec,"Ministerio de Trabajo, Empleo y Seguridad Social",12-16-2-1-1,GESTIÓN OPERATIVA INSTITUCIONAL,
